26-11-2009;09:49:08; VOX MAXIMA ; TODO
date;time; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
26-11-2009; 09:50:42.825  ; -2.496948; -0.4494506;  2.740416;  2.055427;  1.012819;  1.021701;  0.999414; -0.3296301; -3.390917;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  24.16982; -0.3693078;  442.6983; 0.4549505; -0.1251373; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754664; -174.1056;  -1.48562;  174.1056;   1.48562;  105.6279;  101.5063; -3.472498; -2.538916; -0.2232633; -0.2232633; -68.47777;  100.0207;  193.3656; -282.6307;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.1056;  174.1056;   1.48562;  101.5063;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:43.305  ; -2.496948; -0.4494506;  2.739501;  2.055427;  1.012819;   1.01407;  0.999414; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769; -0.04565987; -0.2232633;  23.91039; -0.3693078;  442.2276; 0.4549505; -0.09461604; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754664; -174.0689; -1.474979;  174.0689;  1.474979;  105.6179;  101.5149; -3.472717; -2.534692; -0.2232633; -0.2232633; -68.45107;    100.04;  193.3784; -282.6387;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -174.0689;  174.0689;  1.474979;  101.5149;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:43.785  ;      -2.5; -0.4494506;  2.739501;  2.055427;  1.012819;   1.01407;  0.999414; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  24.16982; -0.3693078;  442.5414; 0.4549505; -0.1251373; 0.05799048;         0;         0;         2;     1.025;  582037.7;   5754664; -174.0005; -1.455583;  174.0005;  1.455583;  105.6116;  101.5016;  -3.47295; -2.531319; -0.2232633; -0.2232633; -68.38885;   100.046;  193.3775; -282.6499;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -174.0005;  174.0005;  1.455583;  101.5016;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:44.265  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.017702;   1.01407;  0.999414; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  3.150531; -0.2232633;  24.09352; -0.3998291;   443.012; 0.6118301; -0.140398; 0.01220852;         0;         0;         2;     1.025;  582037.7;   5754664; -173.9894; -1.494393;  173.9894;  1.494393;  105.6077;  101.4943; -3.473077; -2.528477; -0.2232633; -0.2232633; -68.38168;   99.9999;  193.3707; -282.6558;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.9894;  173.9894;  1.494393;  101.4943;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:44.745  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407;  0.999414; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  3.150531; -0.2232633;  24.00195; -0.3387865;  442.0707; 0.4549505; -0.1251373; 0.04272982;         0;         0;         2;     1.025;  582037.7;   5754664; -173.9901; -1.550299;  173.9901;  1.550299;  105.6334;  101.5595; -3.473074; -2.526125; -0.2232633; -0.2232633; -68.35661;  100.0092;  193.3572; -282.6471;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.9901;  173.9901;  1.550299;  101.5595;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:45.225  ; -2.496948; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407;  0.999414; -0.375412; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  24.09352; -0.3693078;  442.5414; 0.4549505; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754664; -173.9546; -1.538785;  173.9546;  1.538785;  105.6214;  101.5237; -3.472871; -2.524397; -0.2232633; -0.2232633; -68.33321;  99.98491;  193.3438;  -282.647;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.9546;  173.9546;  1.538785;  101.5237;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:45.705  ;      -2.5; -0.4494506;  2.739501;  2.055427;  1.017702;   1.01407;  0.999414; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769; -0.04565987; -0.2232633;  23.97143; -0.3998291;  442.6983; 0.4549505; -0.140398; 0.04272982;         0;         0;         2;     1.025;  582037.7;   5754664; -173.9438; -1.571022;  173.9438;  1.571022;  105.6138;  101.5543; -3.472744; -2.522095; -0.2232633; -0.2232633; -68.32993;  99.98325;  193.3181; -282.6394;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.9438;  173.9438;  1.571022;  101.5543;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:46.185  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.017702;  1.021701;  0.999414; -0.375412;  -3.22305; -5.405323;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  23.97143; -0.3693078;  442.0707; 0.6118301; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582037.6;   5754664; -173.9505; -1.612764;  173.9505;  1.612764;  105.6091;  101.5498; -3.472329; -2.520896; -0.2232633; -0.2232633; -68.34143;  99.93702;  193.3013; -282.6266;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.9505;  173.9505;  1.612764;  101.5498;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:46.665  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;  1.021701; 0.9995361; -0.3296301; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  23.91039; -0.3387865;  442.2276; 0.4549505; -0.140398; 0.02746917;         0;         0;         2;     1.025;  582037.6;   5754664; -173.9173; -1.618658;  173.9173;  1.618658;  105.6107;  101.6361; -3.470851; -2.520467; -0.2232633; -0.2232633; -68.30669;  100.0174;  193.2869; -282.6279;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.9173;  173.9173;  1.618658;  101.6361;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:50:47.145  ; -2.496948; -0.4494506;  2.740416;  2.055427;  1.017702;   1.01407; 0.9995361; -0.3296301; -3.390917; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.84935; -0.3998291;  442.0707; 0.4549505; -0.140398; 0.04272982;         0;         0;         2;     1.025;  582037.6;   5754664; -173.9546; -1.666056;  173.9546;  1.666056;  105.6025;  101.6275; -3.470695; -2.521064; -0.2232633; -0.2232633; -68.35201;   99.9614;  193.2729; -282.6267;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.9546;  173.9546;  1.666056;  101.6275;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
