26-11-2009;09:49:08; VOX MAXIMA ; TODO
date;time; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
26-11-2009; 09:51:16.420  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.017702;  1.021701; 0.9995361; -0.2380662; -2.887315; -5.405323;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  23.42205; -0.3387865;  442.2276; 0.4549505; -0.1098767; 0.04272982;         0;         0;         2;     1.025;  582037.6;   5754663; -173.7646; -1.751381;  173.7646;  1.751381;  105.5443;  101.6082;   -3.4722; -2.545801; -0.2232633; -0.2232633; -68.22039;  99.85679;  192.9402; -282.2913;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7646;  173.7646;  1.751381;  101.6082;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.94506; -89.94506; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:16.900  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;  1.021701; 0.9995361; -0.2838481; -3.055182;  -5.57319;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.36101; -0.3693078;   443.012; 0.4549505; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754663; -173.7462; -1.681784;  173.7462;  1.681784;  105.4976;  101.6308;  -3.47215;  -2.54317; -0.2232633; -0.2232633; -68.24863;  99.94898;  192.9342;  -282.301;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7462;  173.7462;  1.681784;  101.6308;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.94506; -89.96337; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:17.380  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.017702;   1.01407; 0.9995361; -0.3296301; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769; -0.04565987; -0.2232633;  23.51361; -0.3082652;  441.8354; 0.6118301; -0.140398; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754663; -173.7236; -1.716967;  173.7236;  1.716967;  105.4612;  101.6209; -3.472186;  -2.54107; -0.2232633; -0.2232633; -68.26247;  99.90395;  192.9373; -282.3116;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7236;  173.7236;  1.716967;  101.6209;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:17.860  ; -2.496948; -0.4494506;  2.737211;  2.050543;  1.017702;  1.021701; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  23.65096; -0.3387865;  442.5414; 0.6118301; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754663; -173.7152; -1.722887;  173.7152;  1.722887;  105.4953;  101.6634; -3.472281; -2.539371; -0.2232633; -0.2232633; -68.21992;  99.94055;  192.9322; -282.3206;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.7152;  173.7152;  1.722887;  101.6634;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:18.340  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.017702;  1.021701; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.68148; -0.3998291;  441.8354; 0.4549505; -0.140398; 0.04272982;         0;         0;         2;     1.025;  582037.7;   5754663; -173.7005;  -1.68175;  173.7005;   1.68175;  105.4666;  101.6602;  -3.47234; -2.536664; -0.2232633; -0.2232633; -68.23386;  99.97842;   192.923; -282.3432;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7005;  173.7005;   1.68175;  101.6602;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:18.820  ; -2.496948; -0.4494506;   2.73538;  2.050543;  1.012819;  1.021701; 0.9995361; -0.375412; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.62044; -0.3693078;  442.0707; 0.6118301; -0.07935539; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754663; -173.6638; -1.673868;  173.6638;  1.673868;  105.4155;  101.6912; -3.472453; -2.534189; -0.2232633; -0.2232633;  -68.2483;  100.0174;  192.9138; -282.3672;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6638;  173.6638;  1.673868;  101.6912;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:19.300  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.017702;   1.01407; 0.9995361; -0.375412; -3.390917; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.65096; -0.3693078;  442.3845; 0.6118301; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754663; -173.6436;  -1.71526;  173.6436;   1.71526;  105.4684;  101.6914; -3.471239; -2.532754; -0.2232633; -0.2232633; -68.17513;  99.97618;  192.9037; -282.4033;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6436;  173.6436;   1.71526;  101.6914;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:19.780  ;      -2.5; -0.4494506;   2.73538;  2.055427;  1.017702;  1.021701; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.80356; -0.3693078;  442.2276; 0.4549505; -0.03357343; 0.04272982;         0;         0;         2;     1.025;  582037.7;   5754663; -173.6232; -1.726261;  173.6232;  1.726261;  105.4352;   101.614; -3.471283; -2.532464; -0.2232633; -0.2232633; -68.18803;  99.88776;  192.8821; -282.4001;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6232;  173.6232;  1.726261;   101.614;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:20.260  ; -2.496948; -0.4494506;  2.736296;  2.055427;  1.017702;   1.01407; 0.9996582; -0.375412;  -3.22305; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.51361; -0.3693078;  441.6786; 0.6118301;  -0.18618; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754663; -173.6112; -1.722698;  173.6112;  1.722698;  105.3867;  101.5595; -3.471194; -2.533566; -0.2232633; -0.2232633; -68.22451;  99.83681;  192.8826; -282.3926;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6112;  173.6112;  1.722698;  101.5595;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:20.740  ; -2.496948; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.58992; -0.3387865;  442.3845; 0.4549505; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582037.7;   5754663; -173.6304; -1.714607;  173.6304;  1.714607;    105.43;  101.5023; -3.471124; -2.535786; -0.2232633; -0.2232633;  -68.2004;  99.78766;  192.8753; -282.3615;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.6304;  173.6304;  1.714607;  101.5023;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:21.219  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9995361; -0.3296301;  -3.22305; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769; -0.04565987; -0.2232633;  23.45257; -0.3693078;  442.0707; 0.4549505; -0.1556586; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754663; -173.6729; -1.665997;  173.6729;  1.665997;  105.4666;  101.5585; -3.471051;  -2.53951; -0.2232633; -0.2232633; -68.20624;  99.89254;  192.8665; -282.3498;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6729;  173.6729;  1.665997;  101.5585;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:21.699  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.012819;  1.021701; 0.9995361; -0.3296301; -3.390917; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  23.65096; -0.3387865;  442.5414; 0.6118301; -0.1709193; 0.01220852;         0;         0;         2;     1.025;  582037.8;   5754663; -173.6773; -1.593184;  173.6773;  1.593184;   105.437;   101.531; -3.472197; -2.544844; -0.2232633; -0.2232633; -68.24029;  99.93783;   192.865; -282.3496;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.6773;  173.6773;  1.593184;   101.531;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:22.179  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.017702;   1.01407; 0.9995361; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769; -0.04565987; -0.2232633;  23.74252; -0.3998291;  442.0707; 0.6118301; -0.09461604; 0.01220852;         0;         0;         2;     1.025;  582037.8;   5754663; -173.7045; -1.544733;  173.7045;  1.544733;  105.4941;  101.5068; -3.472228;  -2.55138; -0.2232633; -0.2232633; -68.21037;  99.96204;  192.8575; -282.3671;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7045;  173.7045;  1.544733;  101.5068;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:22.659  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.017702;  1.021701; 0.9996582; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  23.74252; -0.3693078;  441.3648; 0.6118301; -0.1709193; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754663; -173.7166; -1.558715;  173.7166;  1.558715;  105.5175;  101.5479; -3.471179; -2.556781; -0.2232633; -0.2232633; -68.19904;  99.98917;  192.8556; -282.3922;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7166;  173.7166;  1.558715;  101.5479;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:23.139  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  3.150531; -0.2232633;  24.09352; -0.3693078;  441.5217; 0.4549505; -0.06409474; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754663; -173.7281; -1.544226;  173.7281;  1.544226;  105.5398;  101.6006; -3.471235; -2.561697; -0.2232633; -0.2232633; -68.18828;  100.0563;  192.8478; -282.4214;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7281;  173.7281;  1.544226;  101.6006;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:23.619  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.375412;  -3.22305; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769;  2.009034; -0.2232633;  24.23086; -0.3998291;  441.5217; 0.6118301; -0.140398; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754663; -173.7515; -1.531815;  173.7515;  1.531815;  105.5711;  101.5784;  -3.47129; -2.565572; -0.2232633; -0.2232633;  -68.1804;  100.0466;  192.8387; -282.4544;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7515;  173.7515;  1.531815;  101.5784;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:24.099  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.017702;   1.01407; 0.9996582; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769;  2.009034; -0.2232633;  24.58186; -0.3693078;   441.051; 0.4549505; -0.04883409; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754663; -173.8103; -1.577665;  173.8103;  1.577665;  105.5732;  101.5643; -3.471324; -2.568234; -0.2232633; -0.2232633; -68.23711;  99.98663;  192.8325; -282.4721;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.8103;  173.8103;  1.577665;  101.5643;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:24.579  ;      -2.5; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  6001.095; -0.03967769;  2.009034; -0.2232633;  24.74973; -0.3387865;  441.5217; 0.6118301; -0.1251373; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754663; -173.8528; -1.578688;  173.8528;  1.578688;  105.5746;  101.5504; -3.472564; -2.569103; -0.2232633; -0.2232633;  -68.2782;  99.97173;  192.8447; -282.4819;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.8528;  173.8528;  1.578688;  101.5504;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:25.059  ; -2.496948; -0.4494506;  2.738127;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;   5.35832; -0.03967769; -0.04565987; -0.2232633;  24.78025; -0.3693078;  442.2276; 0.4549505; -0.1098767; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754663; -173.8752; -1.594712;  173.8752;  1.594712;  105.5877;  101.5808; -3.471377; -2.567939; -0.2232633; -0.2232633; -68.28751;  99.98607;  192.8626; -282.5004;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.8752;  173.8752;  1.594712;  101.5808;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:25.539  ; -2.496948; -0.4494506;  2.737211;  2.055427;  1.012819;   1.01407; 0.9996582; -0.3296301; -3.390917; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;  8.707271; -0.03967769; -0.04565987; -0.2232633;  24.93285; -0.3693078;  441.5217; 0.4549505; -0.140398; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754663; -173.8631; -1.584491;  173.8631;  1.584491;   105.576;  101.5862; -3.471356; -2.565439; -0.2232633; -0.2232633; -68.28712;  100.0017;  192.8776; -282.5117;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0; -2.496948; -2.823982; -0.4494506; -173.8631;  173.8631;  1.584491;  101.5862;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.3174216;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:26.019  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.012819;  1.021701; 0.9996582; -0.3296301;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  3.150531; -0.2232633;  24.84129; -0.3387865;  442.2276; 0.6118301; -0.09461604; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754663; -173.8204; -1.577433;  173.8204;  1.577433;  105.5626;  101.5483; -3.472488; -2.563001; -0.2232633; -0.2232633;  -68.2578;  99.97086;  192.8923; -282.5229;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.8204;  173.8204;  1.577433;  101.5483;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:26.499  ;      -2.5; -0.4494506;  2.736296;  2.055427;  1.012819;   1.01407; 0.9995361; -0.375412;  -3.22305; -5.908925;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  24.70394; -0.3998291;  441.8354; 0.6118301; -0.1098767; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754663; -173.7988; -1.538705;  173.7988;  1.538705;  105.5653;  101.5467; -3.472411; -2.558989; -0.2232633; -0.2232633; -68.23347;   100.008;  192.8933;  -282.532;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7988;  173.7988;  1.538705;  101.5467;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169;       -90; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:26.979  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.017702;  1.021701; 0.9996582; -0.3296301;  -3.22305; -5.741057;  6001.095; -0.03967769; -0.04565987; -0.2232633;  3.125687; -0.03967769;  2.009034; -0.2232633;  24.96338; -0.3693078;  442.0707; 0.6118301; -0.01831278; 0.02746917;         0;         0;         2;     1.025;  582037.8;   5754663; -173.7861; -1.541295;  173.7861;  1.541295;   105.562;  101.5236; -3.472371; -2.554449; -0.2232633; -0.2232633; -68.22407;  99.98231;  192.8931; -282.5441;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7861;  173.7861;  1.541295;  101.5236;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0; -89.98169; -89.98169; -0.4150897; 0.1037724;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
26-11-2009; 09:51:27.459  ;      -2.5; -0.4494506;  2.737211;  2.055427;  1.017702;   1.01407; 0.9996582; -0.375412; -3.390917; -6.076792;  6001.095; -0.03967769; -0.04565987; -0.2232633;  9.823586; -0.03967769;  2.009034; -0.2232633;  24.70394; -0.3693078;  442.3845; 0.6118301; -0.03357343; 0.04272982;         0;         0;         2;     1.025;  582037.8;   5754663; -173.7828; -1.517843;  173.7828;  1.517843;  105.5676;   101.504; -3.472381; -2.549217; -0.2232633; -0.2232633; -68.21523;  99.98611;  192.8888; -282.5523;         0;         0; -0.007380524; -0.007380524; -0.003548329; -0.003548329;         1;         1;         0;         0;         0;         0;         0;      -2.5; -2.827434; -0.4494506; -173.7828;  173.7828;  1.517843;   101.504;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;         0;       -90; -89.98169; -0.4150897; 0.2563789;         0;         0;         0;         0;         0;        80;         0;  61.63316;         0;         0;         0;         8;        80;     0.125; -0.1994506;       1.4;         1;  4.914653;         0;         0;         0;         0;         0;         0;         0;         0;         1;         1;         1;         0;         1;         0;         0;         0
